SKU,Barcode,Brand,Price,MSRP,Gross Weight,Net Weight,
HO41741 ,4011444417411,Hobby ,55,94.29," ""0.7""",0.605,
HO40191 ,4011444401915,Hobby ,20,34.29," ""0.145""",0.113,
HO40192 ,4011444401922,Hobby ,14.5,24.76," ""0.095""",0.072,
HO40193 ,4011444401939,Hobby ,13.5,23.33," ""0.053""",0.051,
HO40194 ,4011444401946,Hobby ,21,35.71," ""0.14""",0.112,
HO40195 ,4011444401953,Hobby ,17.5,30," ""0.1""",0.077,
HO40196 ,4011444401960,Hobby ,61,104.29," ""0.754""",0.754,
HO40197 ,4011444401977,Hobby ,31,52.86," ""0.215""",0.17,
HO40198 ,4011444401984,Hobby ,46,78.57," ""0.41""",0.341,
HO61670 ,4011444616708,Hobby ,78,133.33," ""0.1""",0.087,
HO37588 ,4011444375889,Hobby ,94,160.95," ""0.311""",0.311,
HO37348 ,4011444373489,Hobby ,21,35.71," ""0.023""",0.01,
HO37540 ,4011444375407,Hobby ,27,46.19," ""0.089""",0.078,
HO37542 ,4011444375421,Hobby ,34.5,59.05," ""0.11""",0.11,
HO37544 ,4011444375445,Hobby ,42,71.43," ""0.139""",0.139,
HO37546 ,4011444375469,Hobby ,44,75.24," ""0.142""",0.142,
HO61350 ,4011444613509,Hobby ,24.5,41.9," ""null""",null,
HO63825 ,4011444638250,Hobby ,16.5,28.1," ""null""",null,
RO235130 ,3182550825351,Royal Canin ,84.5,132.38," ""2.04""",2,
RO235990 ,3182550704533,Royal Canin ,151,228.57," ""4.08""",4,
RO235020 ,3182550756440,Royal Canin ,162,245.71," ""4.08""",4,
RO236010 ,3182550702621,Royal Canin ,310,465.24," ""10.16""",10,
RO235960 ,3182550702614,Royal Canin ,87.5,132.38," ""2.04""",2,
RO251880 ,3182550721219,Royal Canin ,93.5,141.43," ""2.04""",2,
RO236240 ,3182550710688,Royal Canin ,87.5,132.38," ""2.04""",2,
RO234800 ,3182550710640,Royal Canin ,87.5,132.38," ""2.04""",2,
RO241970 ,3182550721417,Royal Canin ,140.5,211.43," ""4.08""",4,
RO313140 ,3182550721752,Royal Canin ,307.5,463.33," ""10.16""",10,
RO241730 ,3182550721745,Royal Canin ,148.5,222.86," ""4.08""",4,
RO313260 ,3182550721400,Royal Canin ,81,122.86," ""2.04""",2,
RO313120 ,3182550721738,Royal Canin ,85,127.62," ""2.04""",2,
RO230290 ,3182550721660,Royal Canin ,315.5,475.24," ""10.16""",10,
RO229670 ,3182550784412,Royal Canin ,121,183.33," ""4.111""",3.5,
RO229800 ,3182550739382,Royal Canin ,85,127.62," ""2.426""",2,
RO229740 ,3182550832076,Royal Canin ,88,132.86," ""2.426""",2,
RO237190 ,9003579310182,Royal Canin ,63,91.9," ""1.164""",1.02,
RO306600 ,3182550805186,Royal Canin ,88.5,133.81," ""2.04""",2,
RO226860 ,9003579311295,Royal Canin ,63,91.9," ""1.164""",1.02,
RO307720 ,9003579019993,Royal Canin ,177,245.71," ""2.952""",2.34,
RO229130 ,3182550706933,Royal Canin ,142,213.81," ""4.611""",4,
RO314200 ,3182550702447,Royal Canin ,139.5,210," ""4.052""",4,
RO230600 ,3182550717144,Royal Canin ,148,223.81," ""4.611""",4,
RO226990 ,3182550786218,Royal Canin ,93.5,141.43," ""2.426""",2,
RO310480 ,9003579309568,Royal Canin ,63,91.9," ""1.164""",1.02,
RO228180 ,3182550702225,Royal Canin ,129.5,195.24," ""4.611""",4,
RO237270 ,9003579310175,Royal Canin ,63,91.9," ""1.164""",1.02,
RO227210 ,3182550737593,Royal Canin ,85,127.62," ""2.426""",2,
RO229660 ,3182550784399,Royal Canin ,63.5,95.71," ""1.926""",1.5,
RO310520 ,9003579308721,Royal Canin ,63,91.9," ""1.164""",1.02,
RO226850 ,9003579308738,Royal Canin ,63,91.9," ""1.164""",1.02,
RO282160 ,9003579308707,Royal Canin ,63,91.9," ""1.164""",1.02,
RO307550 ,9003579308745,Royal Canin ,63,91.9," ""1.164""",1.02,
RO228440 ,3182550702317,Royal Canin ,85,129.52," ""2.426""",2,
RO230330 ,3182550717137,Royal Canin ,85,127.62," ""2.426""",2,
RO229150 ,3182550706940,Royal Canin ,302.5,455.24," ""10.16""",10,
RO229110 ,3182550704625,Royal Canin ,81,122.86," ""2.426""",2,
RO229080 ,3182550704618,Royal Canin ,21,33.33," ""0.516""",0.4,
RO228190 ,3182550702249,Royal Canin ,271.5,408.57," ""10.16""",10,
RO228170 ,3182550702201,Royal Canin ,74,111.43," ""2.426""",2,
RO228140 ,3182550702157,Royal Canin ,20,33.33," ""0.516""",0.4,
RO306360 ,3182550702973,Royal Canin ,302.5,454.76," ""10.16""",10,
RO306300 ,3182550702423,Royal Canin ,80,120," ""2.04""",2,
RO306220 ,3182550702379,Royal Canin ,21,34.29," ""0.415""",0.4,
RO306480 ,3182550707312,Royal Canin ,83,126.19," ""2.04""",2,
RO306380 ,3182550707305,Royal Canin ,22.5,35.71," ""0.415""",0.4,
RO273630 ,3182550710862,Royal Canin ,102.5,154.29," ""0.31""",0.3,
RO279380 ,3182550837958,Royal Canin ,299,419.52," ""15.27""",15,
RO251770 ,3182550727389,Royal Canin ,59,89.52," ""1.531""",1.5,
RO306190 ,3182550838351,Royal Canin ,64,96.67," ""1.555""",1.5,
RO250610 ,3182550803113,Royal Canin ,305.5,455.71," ""15.27""",15,
RO250820 ,3182550802734,Royal Canin ,85,128.57," ""3.07""",3,
RO251080 ,3182550793575,Royal Canin ,58.5,91.43," ""1.555""",1.5,
RO250780 ,3182550774550,Royal Canin ,193,291.43," ""10.16""",10,
RO306730 ,3182550778657,Royal Canin ,51,76.67," ""1.02""",1,
RO314300 ,3182550778725,Royal Canin ,124.5,188.57," ""4.08""",4,
RO251200 ,3182550831383,Royal Canin ,64,96.67," ""2.04""",2,
RO307350 ,3182550707046,Royal Canin ,298.5,448.57," ""15.27""",15,
RO251490 ,3182550793728,Royal Canin ,60,90," ""1.555""",1.5,
RO260620 ,3182550831345,Royal Canin ,60,90," ""1.531""",1.5,
RO306060 ,3182550793612,Royal Canin ,64.5,98.1," ""1.531""",1.5,
RO314140 ,3182550708180,Royal Canin ,106.5,161.43," ""4.08""",4,
RO250790 ,3182550708203,Royal Canin ,96.5,146.19," ""4.08""",4,
RO251030 ,3182550716888,Royal Canin ,193,290.95," ""8.16""",8,
RO250880 ,3182550793124,Royal Canin ,28.5,44.29," ""0.82""",0.8,
RO306990 ,3182550793001,Royal Canin ,67,102.86," ""2.04""",2,
RO306830 ,3182550778787,Royal Canin ,339.5,510.95," ""15.27""",15,
RO314290 ,3182550778770,Royal Canin ,113.5,171.9," ""4.08""",4,
RO314110 ,3182550402149,Royal Canin ,112,168.57," ""4.08""",4,
RO287360 ,3182550703079,Royal Canin ,270,406.67," ""15.27""",15,
RO307390 ,3182550707077,Royal Canin ,290.5,435.24," ""15.27""",15,
RO286490 ,3182550732154,Royal Canin ,268,403.81," ""15.27""",15,
RO250470 ,3182550774581,Royal Canin ,198.5,299.05," ""10.16""",10,
RO250440 ,3182550402224,Royal Canin ,99,150," ""4.08""",4,
RO307300 ,3182550732055,Royal Canin ,286.5,431.9," ""15.27""",15,
RO279590 ,3182550852319,Royal Canin ,85.5,129.52," ""3.07""",3,
RO286440 ,3182550402217,Royal Canin ,262.5,394.76," ""15.27""",15,
RO250700 ,3182550774536,Royal Canin ,186.5,281.9," ""10.16""",10,
RO250660 ,3182550708197,Royal Canin ,92.5,140," ""4.08""",4,
RO307100 ,3182550402439,Royal Canin ,32.5,50," ""1.02""",1,
RO250930 ,3182550402170,Royal Canin ,62.5,94.76," ""2.04""",2,
RO273620 ,3182550768641,Royal Canin ,114.5,173.33," ""0.415""",0.4,
RO277560 ,3182550765183,Royal Canin ,294,443.33," ""12.27""",12,
RO257440 ,3182550813051,Royal Canin ,76.5,115.71," ""1.531""",1.5,
RO255790 ,3182550730587,Royal Canin ,111,167.14," ""3.07""",3,
RO270980 ,3182550722575,Royal Canin ,75.5,115.24," ""1.555""",1.5,
RO254790 ,3182550821766,Royal Canin ,110,166.19," ""3.07""",3,
RO255420 ,3182550821414,Royal Canin ,70,106.19," ""1.531""",1.5,
RO257800 ,3182550743471,Royal Canin ,71.5,107.62," ""1.531""",1.5,
RO266460 ,3182550751261,Royal Canin ,297,445.71," ""12.27""",12,
RO257740 ,3182550722605,Royal Canin ,75.5,115.24," ""1.531""",1.5,
RO257470 ,3182550722544,Royal Canin ,75.5,115.24," ""1.555""",1.5,
RO257480 ,3182550813211,Royal Canin ,115,173.81," ""3.07""",3,
RO255950 ,3182550811774,Royal Canin ,113,170," ""3.07""",3,
RO255220 ,3182550811637,Royal Canin ,112.5,169.05," ""3.07""",3,
RO314500 ,3182550782203,Royal Canin ,64.5,98.1," ""1.555""",1.5,
RO255010 ,3182550719803,Royal Canin ,271.5,408.1," ""12.27""",12,
RO255390 ,3182550736046,Royal Canin ,271.5,408.1," ""12.27""",12,
RO255620 ,3182550743174,Royal Canin ,66,100.95," ""1.531""",1.5,
RO255170 ,3182550717335,Royal Canin ,66,100.95," ""1.555""",1.5,
RO255720 ,3182550752404,Royal Canin ,64.5,98.1," ""1.555""",1.5,
RO286070 ,3182550716857,Royal Canin ,62,95.24," ""1.555""",1.5,
RO255090 ,3182550728102,Royal Canin ,64.5,98.1," ""1.555""",1.5,
RO255870 ,3182550743228,Royal Canin ,68,103.33," ""1.531""",1.5,
RO255120 ,3182550743709,Royal Canin ,107,161.9," ""3.07""",3,
RO265730 ,3182550743501,Royal Canin ,64.5,98.1," ""1.531""",1.5,
RO255780 ,3182550736060,Royal Canin ,271.5,408.1," ""12.27""",12,
RO255370 ,3182550743440,Royal Canin ,271.5,408.1," ""12.27""",12,
RO255540 ,3182550715645,Royal Canin ,271.5,408.1," ""12.27""",12,
RO266470 ,3182550725514,Royal Canin ,297,445.71," ""12.27""",12,
RO307470 ,9003579010549,Royal Canin ,107,155.24," ""2.952""",2.34,
RO201020 ,3182550758840,Royal Canin ,88,134.29," ""2.426""",2,
RO235070 ,3182550825399,Royal Canin ,84.5,132.38," ""2.04""",2,
RO257620 ,3182550725507,Royal Canin ,92,144.76," ""3.07""",3,
RO255500 ,3182550715614,Royal Canin ,85,132.38," ""3.07""",3,
RO257550 ,3182550724142,Royal Canin ,92,144.76," ""3.07""",3,
RO255330 ,3182550715737,Royal Canin ,85,132.38," ""3.07""",3,
RO237450 ,9003579000403,Royal Canin ,63,91.9," ""1.164""",1.02,
RO310540 ,9003579311790,Royal Canin ,63,91.9," ""1.164""",1.02,
RO307560 ,9003579311783,Royal Canin ,63,91.9," ""1.164""",1.02,
RO237560 ,9003579309544,Royal Canin ,63,91.9," ""1.164""",1.02,
RO236590 ,3182550864091,Royal Canin ,84.5,132.38," ""2.04""",2,
RO254870 ,3182550813242,Royal Canin ,64.5,98.1," ""1.531""",1.5,
RO237650 ,9003579311844,Royal Canin ,63,91.9," ""1.164""",1.02,
RO267130 ,9003579001509,Royal Canin ,58,85.24," ""1.164""",1.02,
RO240810 ,9003579001240,Royal Canin ,63,91.9," ""1.164""",1.02,
RO267250 ,9003579001578,Royal Canin ,58,85.24," ""1.164""",1.02,
RO252070 ,3182550816502,Royal Canin ,93.5,141.43," ""2.04""",2,
RO251990 ,3182550816533,Royal Canin ,93.5,141.43," ""2.04""",2,
RO224210 ,9003579001165,Royal Canin ,63,91.9," ""1.164""",1.02,
RO266970 ,9003579001431,Royal Canin ,58,85.24," ""1.164""",1.02,
RO268520 ,9003579001646,Royal Canin ,58,85.24," ""1.164""",1.02,
RO241990 ,3182550721424,Royal Canin ,302.5,455.71," ""10.16""",10,
RO307620 ,9003579007129,Royal Canin ,63,91.9," ""1.164""",1.02,
RO307040 ,3182550793049,Royal Canin ,206,310.95," ""8.16""",8,
RO255920 ,3182550748032,Royal Canin ,248.5,374.29," ""7.62""",7.5,
RO255740 ,3182550811606,Royal Canin ,234,352.38," ""7.62""",7.5,
RO271920 ,3182550773829,Royal Canin ,94.5,143.33," ""3.07""",3,
RO313190 ,3182550717182,Royal Canin ,68.5,104.29," ""1.555""",1.5,
RO242040 ,3182550751995,Royal Canin ,88,134.29," ""2.04""",2,
RO240790 ,9003579001202,Royal Canin ,63,91.9," ""1.164""",1.02,
RO286510 ,3182550402316,Royal Canin ,268,404.29," ""15.27""",15,
RO312930 ,3182550842938,Royal Canin ,88,134.29," ""2.04""",2,
RO235910 ,3182550702607,Royal Canin ,22,35.24," ""0.415""",0.4,
RO241690 ,3182550721721,Royal Canin ,22,35.24," ""0.415""",0.4,
RO310700 ,9003579000359,Royal Canin ,63,91.9," ""1.164""",1.02,
RO255340 ,3182550892759,Royal Canin ,247.5,372.86," ""11.236""",11,
RO255640 ,3182550716932,Royal Canin ,240.5,360.95," ""7.62""",7.5,
RO307640 ,9003579008201,Royal Canin ,57,83.81," ""1.164""",1.02,
RO270010 ,9003579008249,Royal Canin ,55.5,81.43," ""1.164""",1.02,
RO307670 ,9003579008324,Royal Canin ,67.5,98.1," ""1.58""",1.4,
RO270070 ,9003579008362,Royal Canin ,61.5,90.95," ""1.58""",1.4,
RO307690 ,9003579008447,Royal Canin ,65.5,95.24," ""1.58""",1.4,
RO270130 ,9003579008485,Royal Canin ,60.5,89.05," ""1.58""",1.4,
RO272050 ,3182550893916,Royal Canin ,112,168.57," ""3.07""",3,
RO272150 ,3182550894012,Royal Canin ,100.5,152.38," ""3.07""",3,
RO279650 ,3182550894104,Royal Canin ,95.5,144.29," ""3.07""",3,
RO272200 ,3182550894050,Royal Canin ,111,168.1," ""3.07""",3,
RO229450 ,3182550707374,Royal Canin ,81,122.86," ""2.426""",2,
RO272260 ,3182550894128,Royal Canin ,100.5,152.38," ""3.07""",3,
RO288010 ,9003579013793,Royal Canin ,63,91.9," ""1.164""",1.02,
RO288030 ,9003579013861,Royal Canin ,63,91.9," ""1.164""",1.02,
RO288070 ,9003579013977,Royal Canin ,63,91.9," ""1.164""",1.02,
RO288100 ,9003579014042,Royal Canin ,63,91.9," ""1.164""",1.02,
RO313030 ,3182550903929,Royal Canin ,99,150," ""3.07""",3,
RO313050 ,3182550902984,Royal Canin ,225.5,339.52," ""8.16""",8,
RO314230 ,3182550707329,Royal Canin ,138,207.14," ""4.08""",4,
RO280490 ,3182550902991,Royal Canin ,60,90," ""1.535""",1.5,
RO279680 ,3182550902045,Royal Canin ,65,98.1," ""1.535""",1.5,
RO285860 ,3182550908443,Royal Canin ,66,99.52," ""1.531""",1.5,
RO237610 ,9003579311813,Royal Canin ,63,91.9," ""1.164""",1.02,
RO250630 ,3182550402446,Royal Canin ,26.5,40.95," ""1.02""",1,
RO250410 ,3182550402408,Royal Canin ,26.5,40.95," ""1.02""",1,
RO285090 ,9003579013694,Royal Canin ,58,85.24," ""1.164""",1.02,
RO242020 ,3182550751988,Royal Canin ,21.5,33.81," ""0.415""",0.4,
RO241940 ,3182550721394,Royal Canin ,21,32.86," ""0.415""",0.4,
RO280440 ,3182550706810,Royal Canin ,21,32.86," ""0.415""",0.4,
RO241400 ,3182550842907,Royal Canin ,21.5,33.81," ""0.415""",0.4,
RO251840 ,3182550721202,Royal Canin ,22,34.29," ""0.415""",0.4,
RO312950 ,3182550842952,Royal Canin ,151,228.57," ""4.08""",4,
RO270300 ,9003579008690,Royal Canin ,58,85.24," ""1.164""",1.02,
RO270430 ,9003579009451,Royal Canin ,58,85.24," ""1.164""",1.02,
RO270360 ,9003579008812,Royal Canin ,58,85.24," ""1.164""",1.02,
RO270340 ,9003579008775,Royal Canin ,58,85.24," ""1.164""",1.02,
RO270420 ,9003579009413,Royal Canin ,58,85.24," ""1.164""",1.02,
RO285110 ,9003579013748,Royal Canin ,58,85.24," ""1.164""",1.02,
RO305360 ,3182550928625,Royal Canin ,248,365.24," ""12.166""",12,
RO305330 ,3182550928588,Royal Canin ,261,393.33," ""12.166""",12,
RO305310 ,3182550928540,Royal Canin ,289,435.24," ""12.146""",12,
RO305300 ,3182550928526,Royal Canin ,319.5,481.9," ""12.146""",12,
RO305390 ,3182550928687,Royal Canin ,266,400.95," ""12.146""",12,
RO307630 ,9003579007167,Royal Canin ,63,91.9," ""1.164""",1.02,
RO305370 ,3182550928663,Royal Canin ,274.5,414.29," ""12.15""",12,
RO230060 ,3182550767323,Royal Canin ,85,127.62," ""2.426""",2,
RO285140 ,9003579013649,Royal Canin ,60.5,89.05," ""1.587""",1.4,
RO306530 ,3182550931038,Royal Canin ,314.5,465.71," ""10.123""",10,
RO303370 ,9003579018507,Royal Canin ,63,91.9," ""1.167""",1.02,
RO303420 ,9003579018859,Royal Canin ,63,91.9," ""1.167""",1.02,
RO303460 ,9003579018934,Royal Canin ,63,91.9," ""1.167""",1.02,
RO230160 ,3182550767194,Royal Canin ,85,127.62," ""2.031""",2,
RO228640 ,3182550702355,Royal Canin ,317.5,476.67," ""10.13""",10,
RO407230 ,3182550727822,Royal Canin ,106.5,160," ""4.052""",4,
RO404050 ,3182550793032,Royal Canin ,114,171.43," ""4.052""",4,
RO257760 ,3182550743464,Royal Canin ,25,37.62," ""0.515""",0.5,
SNPSANACWUS06L31 ,8411514805463,Sanicat ,29,52.38," ""5.06""",5.046,
SNPSANECOG010L31 ,8411514803070,Sanicat ,32,57.62," ""3.346""",3.3,
SNPSANCLWU008L31 ,8411514805555,Sanicat ,30,54.29," ""6.542""",6.502,
SNPSANACWLS06L31 ,8710673003216,Sanicat ,31,55.71," ""5.282""",5.162,
SNPSANCLWA010L31 ,8411514806248,Sanicat ,41,73.81," ""8.5""",8.3,
SNPSANCLWD010L31 ,8411514806255,Sanicat ,41,73.81," ""8.5""",8.3,
SNPSABIRD0005L31 ,8411514806149,Sanicat ,18.5,33.33," ""3.3""",3.3,
SNPSABIRD0035L02 ,8411514802530,Sanicat ,62,111.43," ""20""",20,
SNPSANKITT045L31 ,8411514806279,Sanicat ,17.5,31.43," ""3.55""",3.55,
SNPSANSTCL010K31 ,8411514806453,Sanicat ,44.5,75.71," ""10""",10,
